Date,Adj Close,Volume
10/1/2019,61.579021,2433210800
11/1/2019,66.156113,1793326000
12/1/2019,72.9095,2388794800
1/1/2020,76.847343,2934370400
2/1/2020,67.871758,3019851200
3/1/2020,63.28677,6280072400
4/1/2020,73.119873,2616923800
5/1/2020,79.127747,2806405200
6/1/2020,91.035858,3243375600
7/1/2020,106.068756,3020496000
8/1/2020,128.807755,4070623100
9/1/2020,115.809998,3885767100
