Date,Adj Close,Volume
10/1/2019,141.756165,549523400
11/1/2019,149.67601,392371800
12/1/2019,156.455429,450303300
1/1/2020,168.886551,558530000
2/1/2020,160.73143,887625300
3/1/2020,156.892731,1612695500
4/1/2020,178.281311,984596200
5/1/2020,182.300385,688938200
6/1/2020,203.019226,764905600
7/1/2020,204.51561,770510200
8/1/2020,224.98613,692473600
9/1/2020,210.330002,768193600
