Date,Adj Close,Volume
10/1/2019,60.601158,18667100
11/1/2019,63.241188,18805100
12/1/2019,67.744186,20141500
1/1/2020,69.915985,22330400
2/1/2020,61.966003,27818700
3/1/2020,58.957363,38973100
4/1/2020,64.25,31255800
5/1/2020,64.760002,26342600
6/1/2020,69.129997,29662000
7/1/2020,77.959999,21469000
8/1/2020,78.639999,24563300
9/1/2020,76.75,20505900
