Date,Adj Close,Volume
10/1/2019,3037.560059,77564550000
11/1/2019,3140.97998,72179920000
12/1/2019,3230.780029,72054000000
1/1/2020,3225.52002,77104420000
2/1/2020,2954.219971,84292270000
3/1/2020,2584.590088,1.61801E+11
4/1/2020,2912.429932,1.23163E+11
5/1/2020,3044.310059,1.06799E+11
6/1/2020,3100.290039,1.31044E+11
7/1/2020,3271.120117,97197020000
8/1/2020,3500.310059,84402300000
9/1/2020,3363,92084120000
